,name,url,street,locality,state,postal,description,rating
10,"Country Inn & Suites by Radisson, Mesa, AZ",https://www.radissonhotels.com/en-us/hotels/country-inn-mesa-az,6650 E Superstition Springs Boulevard,                                        Mesa,Arizona,85206," The Country Inn & Suites by Radisson, Mesa, AZ offers convenience before you even check in thanks to a free shuttle from two airports—Phoenix-Mesa Gateway Airport (AZA) and Falcon Field Airport (MSC)—both just 15 minutes away. Before retiring to your room or suite, spend some time exploring the local area, including the shops and restaurants at the Superstition Springs Center and the local golf courses. Fill your itinerary with family-friendly sights like The Dolly Steamboat and Goldfield Ghost Town, or spend the day exploring downtown Phoenix, just 30 minutes away.Before you head out for the day, be sure to stop by the dining area for our free, hot breakfast. After a workout in the fitness center or a relaxing swim in the outdoor pool, treat yourself to complimentary cookies and candy in the lobby. Need transportation? We offer on-site car rental services as well as a free shuttle to destinations within a five-mile radius. Settle into one of our 126 guest rooms and suites offering all the comforts of home. Enjoy free Wi-Fi as well as an in-room refrigerator and microwave for chilled beverages or late-night snacks. The LCD TV is equipped with cable channels, so you can find your favorite HBO shows. Our whirlpool suite is ideal for couples planning a relaxing, romantic getaway. We also offer spacious suites with a separate living room and sofa bed to ensure your family has plenty of space to unwind. With a convenient location just off Route 60 and free airport shuttle service, our hotel is the ideal venue for your corporate gathering, wedding, or seminar. We offer more than 1,400 square feet of event space, which includes a dedicated boardroom and two meeting rooms that can be combined to host up to 100 attendees. Couples choose our wedding packages for the elegant banquet space and outdoor terrace overlooking the pool. The Country Inn & Suites in Mesa sits off US Route 60 near top attractions like The Dolly Steamboat and the Rockin’ R Ranch dinner theater. Spend a day shopping and riding the carousel at Superstition Springs Center before attending a show at East Valley Children’s Theatre. Downtown Phoenix is only a 30-minute drive away, so rent a car and head into the city to see a game at Chase Field. Traveling with a sports team? We’re 10 miles from nine prominent athletic facilities, including Big League Dreams and the Red Mountain Baseball Complex. Before you go, don’t miss these highlights of the area:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
11,"Country Inn & Suites by Radisson, Page, AZ",https://www.radissonhotels.com/en-us/hotels/country-inn-page-az,880 Haul Road,                                        Page,Arizona,86040," Conveniently located just off Highway 89, the Country Inn & Suites by Radisson, Page, AZ offers modern hotel rooms and suites near the southern shore of Lake Powell. Hike to the Horseshoe Bend overlook to photograph the picturesque Glen Canyon and Colorado River. You can also tour Antelope Canyon, one of the country’s most-visited slot canyons, or take a day trip to soak in the breathtaking beauty of the Grand Canyon.After a day of hitting the trails, plan to take a well-deserved dip in our indoor pool or reward yourself with complimentary cookies and coffee, available throughout the day in our lobby. Our hotel also features a well-equipped fitness center, should you want to log some extra cardio during your stay with us. Each of our 92 guest rooms features a coffeemaker, a flat-screen TV, and free Wi-Fi, so you can check your email and social accounts after a day of boating on Lake Powell. Turn on your favorite show and then pop popcorn or heat up leftovers in the microwave. Each morning, you can look forward to beginning your day with waffles, fresh fruit, and more at the complimentary, hot breakfast served in our dining room. The Country Inn & Suites, Page, AZ offers two meeting rooms: the West Meeting Room and the East Meeting Room. Each venue spans 390 square feet and can accommodate up to 25 people. Take advantage of audiovisual technology like projectors and free Wi-Fi, and talk to our helpful staff about possible configurations for the tables and chairs. Known for its striking natural beauty, the area around Page is filled with canyons, reservoirs, and scenic overlooks that offer awe-inspiring views. Set aside one day of your trip to drive out to the Grand Canyon, or book a rafting excursion through Glen Canyon. Our hotel is also within easy reach of spectacular hiking at Zion National Park. Check out these nearby attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
12,"Country Inn & Suites by Radisson, Phoenix Airport, AZ",https://www.radissonhotels.com/en-us/hotels/country-inn-phoenix-airport-az,4702 E University Drive,                                        Phoenix,Arizona,85034," Fly into Phoenix Sky Harbor International Airport (PHX) and take the complimentary shuttle to the Country Inn & Suites by Radisson, Phoenix Airport, AZ. Located between downtown Scottsdale and downtown Phoenix, our hotel is also minutes away from Arizona State University in Tempe. You can see an Arizona Diamondbacks game at Chase Field, attend a concert at Talking Stick Resort Arena, and visit monkeys at Phoenix Zoo.For relaxation without any traveling, head down to our outdoor pool and whirlpool tub. Later, you can relax by the lobby fireplace with some complimentary cookies and coffee. Start every morning with an invigorating workout in our fitness center and a delicious meal from the free, hot breakfast. We also offer free Wi-Fi throughout the property so you can easily upload vacation photos to social media. Step off our free airport shuttle and into the comfort of one of our 88 guest rooms or suites. Set up your laptop on the work desk and check email using our free high-speed internet access. When you're ready for a great night's rest, you can turn down the sheets on the pillowtop mattress, close the blackout drapes, and wind down with your favorite shows on the flat-screen TV. Our studio suites come equipped with sleeper sofas to ensure your family has plenty of comfortable space to relax. Ideally located near the Phoenix airport, our hotel features a complimentary shuttle and free parking, making it convenient for guests to attend events and visit attractions. Our meeting room can hold 12 to 20 guests, and we offer free Wi-Fi, a projector screen, and two whiteboards. Cheer on the Arizona Diamondbacks at Chase Field or the Phoenix Suns at Talking Stick Resort Arena, both just five miles away. You can shop, dine, golf, and relax in Scottsdale, located just 15 minutes from the Country Inn & Suites. Spend a day touring the Arizona State University campus, where you can see a show at Grady Gammage Memorial Auditorium. Don't miss these  attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
13,Radisson Hotel Phoenix Airport,https://www.radissonhotels.com/en-us/hotels/radisson-phoenix-airport,427 N 44th Street,                                        Phoenix,Arizona,85008," When you land at Phoenix Sky Harbor International Airport (PHX), you can board our free 24-hour shuttle to reach Radisson Hotel Phoenix Airport in about 10 minutes. Once you arrive, savor a delicious meal in our on-site restaurant, or relax with a dip in our heated outdoor pool. Need to keep your family or business clients entertained? Our hotel is located near downtown Phoenix, where you can find attractions like Chase Field, Talking Stick Resort Arena, and the Arizona Science Center.After you finish exploring Arizona’s capital, unwind with a workout in our fitness center or a cocktail in the on-site bar. Our valet dry cleaning service will take care of your clothes, and if you’d like to bring your car or a rental vehicle, we offer parking for USD 6 a night. Please contact the front desk if you have questions about parking. The following certification shows our hotel's commitment to guests' safety. For more information, visit Safehotels Certification. Our inviting hotel rooms are decorated in shades of brown and tan that accentuate the Southwestern landscape around the hotel. Sink into a Simmons® Luxury Plush EverNU bed and enjoy your favorite shows on the flat-screen TV. For more space, book one of our suites with a separate living area. Whether you’re planning a corporate gathering or a festive wedding reception, the Radisson features more than 4,000 square feet of flexible meeting space to accommodate your needs. Our location near the PHX airport offers easy access for your out-of-town guests, and amenities like free Wi-Fi, audiovisual rentals, a 24-hour business center, and on-site catering simplify your planning.Let our dedicated wedding coordinator help you create memories for up to 180 guests in our elegant Canyon Ballroom. Holding an important team meeting? Enhance your event with picturesque poolside views from our Sunset Ballroom. When you visit the casual RBG Bar & Grill on site, you can enjoy traditional and Southwestern-style American favorites for breakfast, lunch, and dinner. For an enjoyable evening with friends or colleagues, stop by our Lobby Bar and wind down with a glass of wine or a classic cocktail. Our hotel lies approximately 10 minutes from the Phoenix airport and less than 15 minutes from downtown Phoenix, where you can explore museums and cheer on the Arizona Diamondbacks at Chase Field. You can also escape the heat and see a show at Comerica Theatre. Don’t miss these attractions during your stay:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
14,"Country Inn & Suites by Radisson, Tucson Airport, AZ",https://www.radissonhotels.com/en-us/hotels/country-inn-tucson-az,6681 S Tucson Boulevard,                                        Tucson,Arizona,85756," Hop off your plane at Tucson International Airport (TUS) and enjoy stress-free travel to the Country Inn & Suites by Radisson, Tucson Airport, AZ thanks to complimentary, 24-hour hotel shuttle service. After settling in, explore local attractions like Old Tucson, where you can see Wild West-inspired stunt shows and musicals. You can also stop by the Arizona-Sonora Desert Museum to tour the zoo and the botanical gardens or go for a hike at Saguaro National Park. Visiting your favorite student? Catch a Wildcats baseball game at The University of Arizona, less than eight miles away.After a day of sightseeing, unwind with a rejuvenating dip in our hotel’s hot tub while your children splash around in the outdoor pool. Even your furry companions can enjoy our hotel thanks to pet-friendly accommodations. If you work up an appetite on your Tucson-area adventures, swing by our lobby for complimentary coffee and cookies to keep you fueled. Connect to the office and share photos of El Tiradito from the privacy of your hotel room thanks to free Wi-Fi. Use the microwave to heat up leftovers and store your favorite drinks in the fridge to enjoy during a movie night with HBO. Our pet-friendly rooms also include a convenient work desk and a free weekday USA TODAY® newspaper. Upgrade your stay to a hotel suite to enjoy a spacious living room with a sofa bed. Our hotel's convenient location near I-10 and I-19 makes travel to attractions like the Tucson Museum of Art and Old Tucson a breeze. You can also attend one of the many concerts, festivals, and sporting events held at the Kino Sports Complex, only four miles away. Explore the area’s unique desert landscape at Saguaro National Park, or find a quiet getaway in the city at the Tucson Botanical Gardens’ Zen garden or butterfly greenhouse. Must-see attractions include:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
15,"Country Inn & Suites by Radisson, Tucson City Center, AZ",https://www.radissonhotels.com/en-us/hotels/country-inn-tucson-city-center-az,705 N Freeway,                                        Tucson,Arizona,85745," Pack your swimsuit and sunglasses for a relaxing stay at the Country Inn & Suites by Radisson, Tucson City Center, AZ, conveniently located off I-10. Cheer on the home-team Wildcats at the University of Arizona, less than three miles from the hotel, or browse nearby galleries and window-shop along downtown’s Fourth Avenue. Take the kids on a nostalgic journey to the former movie studio at Old Tucson and ride the Cox Wildlife Carousel at the Reid Park Zoo. Our hotel’s free, hot breakfast provides the energy you need to enjoy every minute of your visit.After a hike at Saguaro National Park, return to the hotel for a soothing soak in the hot tub. We also offer a fitness center so you don’t have to miss your daily workout. Spend afternoons lounging by our outdoor pool and surf the web using free Wi-Fi. Be sure to bring your favorite snacks since our rooms and suites include microwaves and refrigerators. If you need to get a report ready, you can spread files out on the work desk and check your email using free Wi-Fi. Ideal for everything from business conferences to family reunions, our 480-square-foot meeting room has space for up to 35 guests. Take advantage of dry-erase boards and audiovisual equipment rentals to deliver an impressive presentation. Located in the beautiful Sonoran Desert and surrounded by Tucson's scenic mountain ranges, our hotel is a relaxing retreat for business and leisure travelers alike. Visit the cactus forests of Saguaro National Park, play the slots at Desert Diamond Casino Tucson, or see FC Tucson soccer teams compete at the Kino Sports Complex. Set aside time for these other must-see attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
16,Radisson Hotel Yuma,https://www.radissonhotels.com/en-us/hotels/radisson-yuma,1501 S Redondo Center Drive,                                        Yuma,Arizona,85365," Located just off I-8 and only three miles from Yuma International Airport (YUM), Radisson Hotel Yuma makes it easy to relax thanks to a complimentary airport shuttle and inviting rooms with plush bedding. Enjoy convenient access to Marine Corps Air Station Yuma, Fortune 500 businesses like Johnson Controls, and shopping at destinations like the Yuma Palms Regional Center. We’re also close to great nightlife at attractions like the Cocopah and Quechan casinos.Whether you’re here to attend business meetings or explore local attractions, you can start each morning with a hearty free breakfast in our on-site restaurant. Visit our sparkling indoor or outdoor pools, or head to the laid-back lobby bar when you’re ready to unwind. If you need to work, slip into our business center and use our free Wi-Fi to connect to the office. Our state-of-the-art fitness center makes it easy to maintain your workout routine while you travel. Our 154 hotel rooms combine contemporary furnishings with a lively color scheme to create a calming, yet cheerful experience. After a restful night’s sleep on premium bedding, brew a cup of coffee while watching the morning news on an HDTV. When you host a business meeting or a celebration at the Radisson in Yuma, your guests can enjoy access to our business center and free Wi-Fi. With more than 3,000 square feet of flexible event space, room for up to 275 attendees, and a location close to Yuma International Airport, our facility provides the ideal venue for almost any occasion. Before heading to meetings or visiting local attractions, enjoy a complimentary breakfast at Market Grill Steak & Seafood, our on-site restaurant. From sizzling Angus steaks to fresh entrée salads, the menu features savory dinner selections of traditional American fare. For additional convenience, room service is available.Our lobby bar, Lobby Lounge, serves memorable martinis, classic cocktails, and more than 25 wines. Join us in a casual setting that’s perfect for meeting with friends or colleagues. Within a 10-minute drive of the hotel, you can explore the natural beauty of the Yuma Conservation Garden, wander through the history of Yuma Territorial Prison State Historic Park, or play a round at Desert Hills Golf Course. Our hotel is also a short walk from the Yuma Palms Regional Center and its 500,000 square feet of retail space, restaurants, and entertainment options. Don’t miss these local favorites during your visit:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
17,"Country Inn & Suites by Radisson, Bryant (Little Rock), AR",https://www.radissonhotels.com/en-us/hotels/country-inn-bryant-ar,2915 Main Street,                                        Bryant,Arkansas,72022," Situated in the suburbs just southwest of downtown Little Rock, the Country Inn & Suites by Radisson, Bryant (Little Rock), AR offers a restful retreat off I-30 with easy access to the area's top attractions. Explore exotic animal habitats at the Little Rock Zoo, join the crowds for a concert at Verizon Arena, or bike across the Big Dam Bridge, all less than 30 minutes from the hotel. Are you an adrenaline junkie? You can get your heart racing with a trip to the I-30 Speedway, only seven minutes away. If you're looking for a more leisurely afternoon, browse brand-name bargains at the nearby Outlets of Little Rock.When you need a break from sightseeing, sunbathe by the seasonal outdoor pool. We also offer a fitness center for keeping up with your workout routine. You can take your dog for a walk around the block for a bit more exercise before returning to your pet-friendly room to connect to free Wi-Fi. Be sure to pack your favorite beverages and snacks since every one of our 63 rooms and suites offers a microwave and a refrigerator. You can also get your caffeine fix thanks to the in-room coffeemaker. Need to stay productive? Sit down at the spacious work desk and connect to free Wi-Fi. When you're ready for a break, you can watch a program on your 49-inch LED TV. The Country Inn & Suites features a 750-square-foot meeting space within 20 minutes of the Bill and Hillary Clinton National Airport (LIT). The event venue can accommodate up to 60 attendees for anything from family reunions to business seminars. Impress your guests with flawless presentations using free Wi-Fi and a pull-down projection screen. Head east on I-30 for a 20-minute drive to downtown Little Rock. While you're there, don't miss a chance to check out the Arkansas State Capitol. For something to do closer to the hotel, the Outlets of Little Rock are just five minutes away and offer hours of retail therapy. Visit these attractions during your stay:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
18,"Country Inn & Suites by Radisson, Conway, AR",https://www.radissonhotels.com/en-us/hotels/country-inn-conway-ar,750 Amity Road,                                        Conway,Arkansas,72032," Choose the Country Inn & Suites by Radisson, Conway, AR to enjoy a convenient home base less than three miles from the University of Central Arkansas, Central Baptist College, and Hendrix College. If you're traveling with a sports team, the Don Owen Sports Complex is five minutes away and nearby I-40 lets you reach downtown Little Rock in about 30 minutes. Before you head home, browse the artifacts at the Faulkner County Museum or admire the paintings and photographs at the Baum Gallery, both less than four miles from the hotel.Whether you’re here for a business meeting or a family vacation, make time to relax with amenities like an indoor pool and a hot tub. Stop by the lobby for a complimentary cookie to nibble while you read a book. We also offer free Wi-Fi throughout the property and a 24-hour business center for corporate travelers. No matter what your itinerary includes, be sure you’re up early every morning for our free, hot breakfast. The Country Inn & Suites provides a variety of accommodations with modern necessities like free Wi-Fi, a flat-screen TV, and DIRECTV with HBO and Disney Channel. You can warm up a snack in the microwave and store drinks in the fridge to enjoy while you work at the desk. Spacious suites with a separate living room and a sleeper sofa are available for groups and families. Reserve our versatile meeting room to host up to 100 guests for a business meeting, family reunion, or sports team event. You’ll have access to free Wi-Fi and audiovisual equipment, and our experienced staff can provide catering recommendations. The 24-hour business center gives you a quiet place to prepare for your next meeting. After touring local colleges and universities, you can drive about 30 minutes to downtown Little Rock for excellent shopping, dining, and live entertainment. Take in local history at the Cadron Settlement Park and Faulkner County Museum. Families don’t want to miss the games at Hogwild Family Fun Center or the seasonal corn maze at Lollie. Find these exciting activities nearby:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
19,"Country Inn & Suites by Radisson, El Dorado, AR",https://www.radissonhotels.com/en-us/hotels/country-inn-el-dorado-ar,2413 W Hillsboro,                                        El Dorado,Arkansas,71730," The Country Inn & Suites by Radisson, El Dorado, AR on Highway 82 puts you within two miles of the heart of downtown. During your stay at our hotel, discover how the oil boom of the 1920s placed El Dorado on the map with a trip to the Arkansas Museum of Natural Resources. Explore the bustling strip of Main Street, El Dorado’s downtown district, home to shopping, dining, and more. If you’re looking for some fresh air, be sure to check out the South Arkansas Arboretum, featuring local and exotic flora only a mile away from the hotel.We want you to be as comfortable as possible during your stay at the Country Inn & Suites, El Dorado. Immerse yourself in the hot tub for a soothing soak after a day of sightseeing or business meetings. Lounge by the heated indoor pool, or log a few miles of cardio in the hotel’s fitness center. Afterward, you can head to your room to catch your favorite TV show before settling down for a good night’s sleep. Unwind from a day on the road in one of our inviting rooms or suites featuring comfortable bedding, a microwave for heating leftovers and a refrigerator for stowing your favorite beverages. Catch up on the news with our free weekday newspaper. With our convenient location on Highway 82 near the heart of El Dorado, the Country Inn & Suites is the perfect space to host your upcoming corporate event or family gathering. Rent the boardroom with space for up to 12 guests or the larger meeting room for up to 60 guests. Take advantage of our additional amenities like a flat-screen TV and light refreshments to make your guests feel relaxed during breaks. Ask about group rates and planning assistance. El Dorado is teeming with exciting things for visitors to do. Travel less than 30 minutes to reach Moro Bay State Park for an enjoyable day of fishing and hiking. Stay near the hotel and explore the shops in downtown El Dorado, just two miles away, or browse the stores at Mellor Park Mall, three miles away. Don’t miss out on these popular attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
20,"Country Inn & Suites by Radisson, Hot Springs, AR",https://www.radissonhotels.com/en-us/hotels/country-inn-hot-springs-ar,4307 Central Avenue,                                        Hot Springs,Arkansas,71913," Located off Highway 7, the Country Inn & Suites by Radisson, Hot Springs, AR makes it easy to experience popular attractions like Lake Hamilton and Oaklawn Racing and Gaming. Families can drive about 15 minutes from our hotel to reach the roller coasters at Magic Springs Theme and Water Park, and couples love being about 10 minutes from the thermal baths and spas along Bathhouse Row.Traveling with your kids? You can save money with a free, hot breakfast, served daily, and free stays for children 18 and younger in the same room with an adult. Make time to play in the heated indoor pool or work out in our fitness center, and then upload photos of your Hot Springs vacation with free high-speed internet access. Free high-speed internet access helps you stay connected while in-room movies keep your kids entertained in each of our hotel rooms and suites. If you need an energy boost, help yourself to a complimentary cup of coffee made with your in-room coffeemaker. Downtown Hot Springs has plenty to keep you entertained thanks to the thermal pools in spas on Bathhouse Row and a variety of inviting shops. If you’re visiting in February or March, be sure to catch the breathtaking tulips in bloom at Garvan Woodland Gardens, less than 10 minutes from the hotel. Set aside time for these popular nearby attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-MCID-5.svg
